0.0289968	0.00255229	0.00545906	0.00772776	0.011698	0.0107763	0.000992556	0.0280043	0.00191421	0.00538816	0.0133995	0.00574264	0.013045	0.00191421	0.00212691	0.00503368	0.0100674	0.00212691	0.00581354	0.00857852	0.0241049	0.00276498	0.00652251	0.0126905	0.0131868	0.0163063	0.00645161	0.0117689	0.00552995	0.00375753	0.00630982	0.0107763	0.00609713	0.00517547	0.0141794	0.00198511	0.00304856	0.00503368	0.0119107	0.00687699	0.00340305	0.00701879	0.00198511	0.00212691	0.00659341	0.000992556	0.00347395	0.00567175	0.00418291	0.00397022	0.00248139	0.0111308	0.00992556	0.00503368	0.0110599	0.0111308	0.00857852	0.00276498	0.00290677	0.00297767	0.00567175	0.00333215	0.00645161	0.00496278	0.00354484	0.0100674	0.00992556	0.00595533	0.00652251	0.0066643	0.00404112	0.00354484	0.0068061	0.00524637	0.00361574	0.00262318	0.00560085	0.0110599	0.000921659	0.0104927	0.00269408	0.00517547	0.00602623	0.00177242	0.00283587	0.00581354	0.00184332	0.00340305	0.00297767	0.0268699	0.00276498	0.0232542	0.0101382	0.00141794	0.0104218	0.0121943	0.00262318	0.00652251	0.00836583	0.00191421	0.0168026	0.0090748	0.0124778	0.0068061	0.0043956	0.00630982	0.00872031	0.00304856	0.00942928	0.00482099	0.00630982	0.00290677	0.0235378	0.011698	0.0023396	0.0115562	0.0135413	0.011698	0.0166608	0.00602623	0.00645161	0.014463	0.00595533	0.00552995	0.00262318	0.00581354	0.00269408	0.00127614	0.00319036	0.0121234	0.0126905	0.00432471	0.00262318	0.0156682	0.0066643	0.000425381
0.0310513	0.00321736	0.00374111	0.00673401	0.0124953	0.0112982	0.000448934	0.028208	0.00157127	0.00546203	0.0139169	0.00463898	0.0154882	0.00179574	0.00157127	0.0063599	0.0111485	0.0013468	0.00680883	0.00808081	0.026936	0.00254396	0.0070333	0.0127946	0.0124953	0.0143659	0.00538721	0.012645	0.0040404	0.00366629	0.0070333	0.0118219	0.00531238	0.00411523	0.0162364	0.00104751	0.00254396	0.00501309	0.011373	0.0063599	0.00448934	0.0090535	0.00246914	0.00299289	0.00621025	0.000673401	0.00299289	0.00426487	0.00299289	0.00426487	0.00246914	0.0108492	0.0118219	0.00433969	0.0112233	0.0103255	0.00785634	0.00306771	0.00329218	0.00344183	0.00433969	0.00276842	0.00935279	0.00448934	0.00194538	0.00815563	0.00800599	0.00576132	0.00785634	0.00852974	0.00374111	0.00366629	0.00680883	0.00441452	0.00456416	0.00246914	0.00538721	0.0118967	0.0013468	0.00942761	0.00351665	0.00516274	0.00531238	0.0020202	0.00246914	0.00486345	0.00179574	0.00366629	0.00246914	0.0280584	0.0020202	0.026113	0.0125701	0.00149645	0.0109989	0.0108492	0.00194538	0.00628507	0.00995137	0.00172091	0.0162364	0.00950243	0.0153386	0.00606061	0.00396558	0.00486345	0.00800599	0.00261878	0.00755705	0.0040404	0.00650954	0.00194538	0.0243172	0.012645	0.00194538	0.0123457	0.01474	0.0103255	0.015563	0.0063599	0.00778152	0.0145155	0.00583614	0.00463898	0.00231949	0.00366629	0.00321736	0.00104751	0.00344183	0.0121212	0.0118219	0.00306771	0.00306771	0.0153386	0.00718294	0.000598578
0.0270761	0.00222883	0.00445765	0.00685158	0.011722	0.0131253	0.000990589	0.0292224	0.00148588	0.0047053	0.0155192	0.00404491	0.0160145	0.00222883	0.00214628	0.00511805	0.0097408	0.00255902	0.00685158	0.00842001	0.0225359	0.00321942	0.00685158	0.0130428	0.0141159	0.015932	0.00619118	0.0113918	0.00412746	0.00462275	0.00800726	0.0104837	0.00734687	0.00594354	0.0158494	0.00132079	0.00214628	0.0047053	0.013373	0.00610863	0.00412746	0.00800726	0.00148588	0.00206373	0.00602609	0.000742942	0.00313687	0.00412746	0.00338451	0.00363216	0.00239392	0.0114743	0.0104012	0.00660393	0.0089153	0.0112267	0.00842001	0.00313687	0.00371471	0.00379726	0.00421	0.00305432	0.00842001	0.00544824	0.00280667	0.00866766	0.00866766	0.00544824	0.00577844	0.00751197	0.00396236	0.00288922	0.00569589	0.0045402	0.00478785	0.00206373	0.00586099	0.0106488	0.00107314	0.00792472	0.00305432	0.00577844	0.00668648	0.00173353	0.00198118	0.00610863	0.00140333	0.00387981	0.00231138	0.0248473	0.00255902	0.0203071	0.011722	0.00173353	0.0104837	0.011722	0.00247647	0.00619118	0.0089153	0.00173353	0.0151065	0.0102361	0.0141159	0.00685158	0.0045402	0.00652138	0.00850256	0.00264157	0.00982334	0.00421	0.0047053	0.00264157	0.0241869	0.0113918	0.00231138	0.0129602	0.0161796	0.0122998	0.013373	0.00586099	0.00643883	0.0147763	0.00660393	0.00553079	0.00297177	0.00462275	0.00396236	0.000825491	0.00305432	0.0113092	0.0154367	0.00594354	0.00338451	0.015932	0.00652138	0.000495295
0.0308797	0.00317142	0.00600901	0.00634285	0.0121849	0.012018	0.000166917	0.0265398	0.00250376	0.00433984	0.0170255	0.00467368	0.0111834	0.00166917	0.000834585	0.00617593	0.0108496	0.00166917	0.0058421	0.00734435	0.0225338	0.00216992	0.00734435	0.0118511	0.0143549	0.0143549	0.0068436	0.0130195	0.00600901	0.00317142	0.00901352	0.0116842	0.00550826	0.00600901	0.0123519	0.00116842	0.00350526	0.00617593	0.00984811	0.00567518	0.00417293	0.0101819	0.00333834	0.00150225	0.00834585	0.000667668	0.00367217	0.00600901	0.00333834	0.00467368	0.00250376	0.0105158	0.0106827	0.00484059	0.00968119	0.0110165	0.00801202	0.00300451	0.00333834	0.00534135	0.00433984	0.00333834	0.00717743	0.00734435	0.00333834	0.0078451	0.0108496	0.00534135	0.00701052	0.00767818	0.00450676	0.002003	0.00717743	0.00600901	0.00517443	0.00317142	0.00433984	0.0118511	0.00116842	0.0108496	0.00233684	0.00534135	0.00517443	0.00233684	0.00267067	0.00550826	0.00150225	0.00550826	0.00233684	0.0280421	0.00216992	0.0211985	0.0103489	0.000834585	0.00918044	0.0101819	0.00233684	0.00634285	0.00801202	0.00267067	0.016024	0.00834585	0.0125188	0.00650976	0.00350526	0.00550826	0.00834585	0.00250376	0.00767818	0.00283759	0.00817894	0.00216992	0.0238691	0.0135203	0.00150225	0.0138541	0.0126857	0.00901352	0.0148556	0.0068436	0.00751127	0.0133534	0.00534135	0.00634285	0.00317142	0.00550826	0.00333834	0.00166917	0.00333834	0.0101819	0.0150225	0.00383909	0.00450676	0.0156902	0.00701052	0.000500751
0.0302777	0.0034454	0.00490708	0.00803926	0.0143036	0.0124243	0.000626436	0.0272499	0.00208812	0.00480267	0.0136772	0.0053247	0.0146168	0.00219252	0.00240134	0.00720401	0.0103362	0.00229693	0.00689079	0.00939653	0.0224473	0.00219252	0.00824807	0.0111714	0.0131551	0.0161829	0.00480267	0.0116935	0.00386302	0.00375861	0.00730842	0.0141992	0.00668198	0.00762163	0.0143036	0.00156609	0.0034454	0.00605554	0.0126331	0.00553351	0.00292337	0.010023	0.00240134	0.00313218	0.00668198	0.000626436	0.00240134	0.00469827	0.00334099	0.00292337	0.00250574	0.0122155	0.0106494	0.00469827	0.00939653	0.0130507	0.0070996	0.00302777	0.00323658	0.00281896	0.00490708	0.00313218	0.00866569	0.00438505	0.00323658	0.00730842	0.00918772	0.00501148	0.00584673	0.00803926	0.00459386	0.00334099	0.00668198	0.00553351	0.00501148	0.00292337	0.00553351	0.00929213	0.00125287	0.00897891	0.00250574	0.00459386	0.00584673	0.00229693	0.00365421	0.0069952	0.00156609	0.0034454	0.00240134	0.0255795	0.0034454	0.0199415	0.010545	0.00104406	0.00918772	0.0107538	0.00261015	0.00574233	0.0087701	0.000626436	0.0136772	0.00803926	0.0162873	0.00563792	0.00313218	0.00542911	0.00678639	0.00187931	0.0122155	0.00501148	0.00490708	0.00292337	0.0221341	0.0115891	0.00229693	0.0139904	0.0169138	0.0104406	0.0139904	0.00501148	0.00856129	0.01493	0.00647317	0.00459386	0.00281896	0.00480267	0.00428064	0.000939653	0.00365421	0.0109626	0.0127375	0.00553351	0.00334099	0.0146168	0.00720401	0.000626436
0.0302984	0.00322978	0.00722855	0.00738234	0.0123039	0.0136881	0.000461396	0.0295294	0.000922793	0.00430637	0.0166103	0.00492156	0.0167641	0.00246078	0.00138419	0.00476776	0.0124577	0.00169179	0.00615195	0.00799754	0.0230698	0.00276838	0.00784374	0.0143033	0.0158413	0.0169179	0.00415257	0.0139957	0.00215318	0.00322978	0.00784374	0.0124577	0.00569056	0.00661335	0.0147647	0.000153799	0.00307598	0.00599815	0.00753614	0.00784374	0.00230698	0.00707475	0.00230698	0.00215318	0.00753614	0.00107659	0.00261458	0.00430637	0.00322978	0.00276838	0.00246078	0.00984313	0.00999692	0.00692095	0.0121501	0.0127653	0.00753614	0.00292218	0.00199938	0.00384497	0.00338357	0.00169179	0.00892033	0.00538296	0.00322978	0.00953553	0.00892033	0.00584436	0.00615195	0.00661335	0.00215318	0.00107659	0.00615195	0.00615195	0.00461396	0.00292218	0.00630575	0.0136881	0.000768994	0.00768994	0.00246078	0.00353737	0.00507536	0.00261458	0.00123039	0.00645955	0.00184559	0.00138419	0.00199938	0.0315288	0.00169179	0.021378	0.0126115	0.000307598	0.00753614	0.00968933	0.00153799	0.00799754	0.00676715	0.00246078	0.0179945	0.00984313	0.0161489	0.00522916	0.00307598	0.00538296	0.00999692	0.00184559	0.00999692	0.00353737	0.00261458	0.00307598	0.0256844	0.0136881	0.00215318	0.0161489	0.0121501	0.0104583	0.0167641	0.00661335	0.00753614	0.0158413	0.00353737	0.00538296	0.00353737	0.00369117	0.00276838	0.000922793	0.00215318	0.00845894	0.0147647	0.00553676	0.00384497	0.0153799	0.00599815	0.000307598
0.0442636	0.00198491	0.00496229	0.0045653	0.0156808	0.0127035	0.000198491	0.0263994	0.00158793	0.00377134	0.0216356	0.00496229	0.0196507	0.00138944	0.00158793	0.00793966	0.0144899	0.000396983	0.0045653	0.00595474	0.0206431	0.0023819	0.00714569	0.0142914	0.0129019	0.0144899	0.00754268	0.0152838	0.00337435	0.0045653	0.00853513	0.0131004	0.00496229	0.00436681	0.0204446	0.00119095	0.00178642	0.00615324	0.0101231	0.00833664	0.00317586	0.00893212	0.00138944	0.00158793	0.00615324	0.000396983	0.00218341	0.00218341	0.00258039	0.00198491	0.00138944	0.00734418	0.00813815	0.0047638	0.0107185	0.0101231	0.00595474	0.00317586	0.0047638	0.00258039	0.00357285	0.00277888	0.0152838	0.00337435	0.00119095	0.00873362	0.0115125	0.00655022	0.00734418	0.00774117	0.00277888	0.00158793	0.00734418	0.0047638	0.00198491	0.00119095	0.0047638	0.0107185	0.00119095	0.00793966	0.00198491	0.00635173	0.00853513	0.00119095	0.00258039	0.00377134	0.00178642	0.00158793	0.00138944	0.0269948	0.00198491	0.0198491	0.010917	0.000793966	0.00774117	0.0111155	0.00258039	0.00357285	0.00516078	0.000793966	0.0162763	0.00595474	0.0186582	0.00436681	0.0045653	0.00635173	0.00992457	0.000595474	0.0101231	0.00396983	0.00396983	0.00119095	0.0224295	0.0103216	0.00158793	0.012108	0.0196507	0.0115125	0.0150854	0.00793966	0.00714569	0.0164748	0.0069472	0.00555776	0.00396983	0.0047638	0.00496229	0.000198491	0.00138944	0.00992457	0.0170703	0.00575625	0.00277888	0.0170703	0.00555776	0.000992457
0.0274633	0.00228861	0.00517947	0.00662491	0.0122862	0.0112021	0.000602265	0.0264996	0.00108408	0.00542038	0.0143339	0.00529993	0.0132498	0.00385449	0.00144543	0.00445676	0.00987714	0.00277042	0.00807034	0.00999759	0.0195134	0.00264996	0.00746808	0.0173452	0.012768	0.0142134	0.006384	0.0137316	0.00373404	0.00469766	0.00915442	0.0136112	0.00421585	0.00758853	0.0134907	0.00252951	0.00385449	0.00674536	0.00879306	0.00662491	0.00397495	0.00807034	0.00264996	0.00216815	0.00445676	0.000602265	0.00240906	0.00566129	0.00469766	0.00349313	0.00337268	0.0113226	0.00855216	0.00517947	0.0142134	0.0109612	0.00770899	0.00373404	0.00349313	0.00469766	0.00529993	0.00325223	0.00782944	0.00373404	0.00240906	0.00807034	0.00939533	0.00674536	0.00674536	0.00794989	0.00445676	0.00313178	0.00722717	0.00385449	0.00421585	0.00313178	0.00566129	0.0137316	0.00120453	0.00650446	0.00385449	0.00517947	0.006384	0.00192725	0.00144543	0.00746808	0.0020477	0.00349313	0.00228861	0.025536	0.00264996	0.0207179	0.00987714	0.000963623	0.00698627	0.00867261	0.00264996	0.00698627	0.00807034	0.00228861	0.0158998	0.0108408	0.0177066	0.00457721	0.00421585	0.0061431	0.0084317	0.00264996	0.010118	0.00373404	0.00590219	0.00313178	0.0233679	0.0120453	0.00216815	0.0113226	0.0157793	0.0116839	0.014093	0.00686582	0.00903397	0.0119248	0.00650446	0.00517947	0.00289087	0.0043363	0.00349313	0.0020477	0.00325223	0.0084317	0.0118044	0.00373404	0.0043363	0.0187907	0.00662491	0.000361359
0.0229536	0.0035443	0.00371308	0.00962025	0.0114768	0.00843882	0.00101266	0.0244726	0.00168776	0.00556962	0.0126582	0.00455696	0.0148523	0.00303797	0.00151899	0.00540084	0.00843882	0.00236287	0.00843882	0.00742616	0.0197468	0.00236287	0.00725738	0.0114768	0.0102954	0.0192405	0.00827004	0.00978903	0.00489451	0.00371308	0.00725738	0.0108017	0.00590717	0.00742616	0.0145148	0.00219409	0.00421941	0.00708861	0.0140084	0.00556962	0.00725738	0.00759494	0.00388186	0.00253165	0.00624473	0.00135021	0.0035443	0.00556962	0.00455696	0.0057384	0.00388186	0.00995781	0.0102954	0.00590717	0.00860759	0.0108017	0.0114768	0.00371308	0.00202532	0.00506329	0.00405063	0.00371308	0.0104641	0.00506329	0.00438819	0.0123207	0.00877637	0.00455696	0.00877637	0.00962025	0.00540084	0.00455696	0.00945148	0.00337553	0.0064135	0.00371308	0.00472574	0.00995781	0.00270042	0.00691983	0.00472574	0.00523207	0.00523207	0.00253165	0.00168776	0.00759494	0.00270042	0.00489451	0.00202532	0.0234599	0.00320675	0.0185654	0.0104641	0.00151899	0.00742616	0.00860759	0.00168776	0.00911392	0.00675105	0.00270042	0.0145148	0.00843882	0.0106329	0.0092827	0.00253165	0.00708861	0.00776371	0.0028692	0.00658228	0.00236287	0.00843882	0.00337553	0.0212658	0.011308	0.00168776	0.0121519	0.0121519	0.00978903	0.0172152	0.0057384	0.0064135	0.0145148	0.00827004	0.00540084	0.00421941	0.00421941	0.00168776	0.00135021	0.00438819	0.0119831	0.0129958	0.0035443	0.00506329	0.0175527	0.00607595	0.000843882
0.0299958	0.0016899	0.00549218	0.00654837	0.0122518	0.0143642	0	0.026616	0.00126743	0.00485847	0.0152091	0.00528095	0.0128855	0.00211238	0.00190114	0.00570342	0.0111956	0.00211238	0.00549218	0.0095057	0.0230249	0.00359104	0.0107731	0.0116181	0.0156316	0.0152091	0.00697085	0.0160541	0.00359104	0.00401352	0.00866075	0.0114068	0.00844951	0.00506971	0.0126743	0.00105619	0.00253485	0.00506971	0.0095057	0.00591466	0.00337981	0.00718209	0.00295733	0.00295733	0.00802704	0.000844951	0.00422476	0.00464723	0.00464723	0.00295733	0.00190114	0.0122518	0.0103507	0.00654837	0.0111956	0.0130967	0.00739332	0.00232362	0.00485847	0.00316857	0.00443599	0.00274609	0.00760456	0.00633714	0.00190114	0.00802704	0.0116181	0.00570342	0.00401352	0.00697085	0.00337981	0.00232362	0.00549218	0.00506971	0.00422476	0.00232362	0.00570342	0.0120406	0.00126743	0.00675961	0.00126743	0.0061259	0.00528095	0.000844951	0.00190114	0.00485847	0.000633714	0.00337981	0.0016899	0.0268272	0.00147866	0.0228137	0.00971694	0.00105619	0.00887199	0.0111956	0.00253485	0.0061259	0.00802704	0.00126743	0.0160541	0.0101394	0.0160541	0.00422476	0.00570342	0.0061259	0.0101394	0.00190114	0.00802704	0.00422476	0.00443599	0.00211238	0.0251373	0.0137305	0.00274609	0.0126743	0.0145754	0.0109844	0.0141529	0.00697085	0.00908323	0.0183777	0.00359104	0.00443599	0.00295733	0.00485847	0.00295733	0.000844951	0.00126743	0.0118293	0.0126743	0.00549218	0.00443599	0.0137305	0.00866075	0.000633714
